n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,35,5.0,leaf,30,42,79,0.34048348655090227,0.34048348655090227,29,0.6199674586873032,0.8913793103448275,0.7355564180221857,0.9903254061170492
10,35,5.0,eom,10,42,51,0.12881625241175804,0.12881625241175804,9,0.7446677658769333,0.9722222222222222,0.9098450710733024,0.9463033175918886
10,35,5.0,eom,15,42,51,0.12881625241175804,0.12881625241175804,14,0.6661198399811251,0.9571428571428572,0.883461523786797,0.9664517316940435
10,35,5.0,eom,20,42,51,0.12881625241175804,0.12881625241175804,19,0.6286325202097531,0.9447368421052632,0.8236636329211589,0.9772847766496553
10,35,5.0,eom,25,42,51,0.12881625241175804,0.12881625241175804,24,0.6011871545317834,0.9104166666666667,0.7641546666393845,0.9837315470399576
10,35,5.0,eom,30,42,51,0.12881625241175804,0.12881625241175804,29,0.6414893359113235,0.8948275862068965,0.7235376026403223,0.986473431863813
10,35,15.0,leaf,10,42,67,0.37124049483600047,0.37124049483600047,9,0.7329567422613522,0.9722222222222222,0.8902647401046294,0.9645806173391419
10,35,15.0,leaf,15,42,67,0.37124049483600047,0.37124049483600047,14,0.6094390183217578,0.9428571428571428,0.8625493234893817,0.980820506716842
10,35,15.0,leaf,20,42,67,0.37124049483600047,0.37124049483600047,19,0.6125694250111811,0.9421052631578948,0.8357018856259587,0.9867665138771431
10,35,15.0,leaf,25,42,67,0.37124049483600047,0.37124049483600047,24,0.6041629573581052,0.9104166666666667,0.7815340213085049,0.9892536856279531
10,35,15.0,leaf,30,42,67,0.37124049483600047,0.37124049483600047,29,0.646079560949595,0.8913793103448275,0.7414415948599289,0.9908041414129876
10,35,15.0,eom,10,42,39,0.11031664964249234,0.11031664964249234,9,0.7173375788926386,0.9777777777777777,0.9053527368721829,0.9483650453623417
10,35,15.0,eom,15,42,39,0.11031664964249234,0.11031664964249234,14,0.6664064203132938,0.9285714285714286,0.8472750759863941,0.9662078662561885
10,35,15.0,eom,20,42,39,0.11031664964249234,0.11031664964249234,19,0.6217094516337837,0.9184210526315789,0.792244668991496,0.9781505893794813
10,35,15.0,eom,25,42,39,0.11031664964249234,0.11031664964249234,24,0.6501178998840411,0.9145833333333333,0.7648445581440031,0.9837536585790826
10,35,15.0,eom,30,42,39,0.11031664964249234,0.11031664964249234,29,0.6401755660562336,0.8862068965517241,0.7188037803489713,0.9861153266522978
10,40,,leaf,10,42,50,0.43842923618204516,0.43842923618204516,9,0.637998870868245,0.95,0.8855746715924249,0.9719565038845737
10,40,,leaf,15,42,50,0.43842923618204516,0.43842923618204516,14,0.6038502262495327,0.9392857142857143,0.8588575276991028,0.9837927382589023
10,40,,leaf,20,42,50,0.43842923618204516,0.43842923618204516,19,0.6150691482559746,0.9052631578947369,0.7912607388632549,0.9875237424325544
10,40,,leaf,25,42,50,0.43842923618204516,0.43842923618204516,24,0.633046609422946,0.9,0.7588429997261933,0.9902025816834922
10,40,,leaf,30,42,50,0.43842923618204516,0.43842923618204516,29,0.6634847610195109,0.8844827586206897,0.7314293009794094,0.991662825924819
10,40,,eom,10,42,33,0.14549994325275223,0.14549994325275223,9,0.6251903546784772,0.9611111111111111,0.8874425583666845,0.952911825752546
10,40,,eom,15,42,33,0.14549994325275223,0.14549994325275223,14,0.6297250728808896,0.9535714285714286,0.8491382647574348,0.9735425288315795
10,40,,eom,20,42,33,0.14549994325275223,0.14549994325275223,19,0.6318732007223469,0.9315789473684211,0.7949031117123467,0.9813980492761994
10,40,,eom,25,42,33,0.14549994325275223,0.14549994325275223,24,0.6218372446620754,0.9125,0.7668258629928486,0.9849023692061362
10,40,,eom,30,42,33,0.14549994325275223,0.14549994325275223,29,0.6813072129453154,0.8741379310344828,0.7055193675022453,0.9870015252173033
10,40,5.0,leaf,10,42,68,0.3289070480081716,0.3289070480081716,9,0.6628721394655144,0.9555555555555556,0.8778849761911542,0.9626532284507413
10,40,5.0,leaf,15,42,68,0.3289070480081716,0.3289070480081716,14,0.6577074239552705,0.9535714285714286,0.867872441883376,0.9795830017976882
10,40,5.0,leaf,20,42,68,0.3289070480081716,0.3289070480081716,19,0.6371860585577762,0.9157894736842105,0.8021378217073633,0.985135773703945
10,40,5.0,leaf,25,42,68,0.3289070480081716,0.3289070480081716,24,0.5941745283221813,0.8916666666666667,0.7388891128010403,0.9881257692886013
10,40,5.0,leaf,30,42,68,0.3289070480081716,0.3289070480081716,29,0.5975670248400241,0.8775862068965518,0.704085806662975,0.9900481052642137
